Time,State,Interpreted
13:41:00,3,Very Awake
13:42:00,3,Very Awake
13:43:00,2,Awake
13:44:00,1,Asleep
13:45:00,1,Asleep
13:46:00,1,Asleep
13:47:00,1,Asleep
13:48:00,1,Asleep
13:49:00,1,Asleep
13:50:00,1,Asleep
13:51:00,2,Awake
13:52:00,1,Asleep
13:53:00,1,Asleep
13:54:00,1,Asleep
13:55:00,1,Asleep
13:56:00,1,Asleep
13:57:00,1,Asleep
13:58:00,1,Asleep
13:59:00,1,Asleep
14:00:00,1,Asleep
14:01:00,1,Asleep
14:02:00,1,Asleep
14:03:00,1,Asleep
14:04:00,1,Asleep
14:05:00,1,Asleep
14:06:00,1,Asleep
14:07:00,1,Asleep
14:08:00,1,Asleep
14:09:00,1,Asleep
14:10:00,1,Asleep
14:11:00,1,Asleep
14:12:00,1,Asleep
14:13:00,1,Asleep
14:14:00,1,Asleep
14:15:00,1,Asleep
14:16:00,1,Asleep
14:17:00,1,Asleep
14:18:00,1,Asleep
14:19:00,1,Asleep
14:20:00,1,Asleep
14:21:00,1,Asleep
14:22:00,1,Asleep
14:23:00,1,Asleep
14:24:00,1,Asleep
14:25:00,1,Asleep
14:26:00,1,Asleep
14:27:00,1,Asleep
14:28:00,1,Asleep
14:29:00,1,Asleep
14:30:00,2,Awake
14:31:00,2,Awake
14:32:00,2,Awake
14:33:00,2,Awake
14:34:00,2,Awake
14:35:00,1,Asleep
14:36:00,1,Asleep
14:37:00,1,Asleep
14:38:00,1,Asleep
14:39:00,1,Asleep
14:40:00,1,Asleep
14:41:00,1,Asleep
14:42:00,1,Asleep
14:43:00,1,Asleep
14:44:00,1,Asleep
14:45:00,1,Asleep
