Time,State,Interpreted
12:52:30,2,Awake
12:53:30,1,Asleep
12:54:30,1,Asleep
12:55:30,1,Asleep
12:56:30,1,Asleep
12:57:30,1,Asleep
12:58:30,1,Asleep
12:59:30,1,Asleep
13:00:30,1,Asleep
13:01:30,1,Asleep
13:02:30,1,Asleep
13:03:30,1,Asleep
13:04:30,1,Asleep
13:05:30,1,Asleep
13:06:30,1,Asleep
13:07:30,1,Asleep
13:08:30,1,Asleep
13:09:30,1,Asleep
13:10:30,1,Asleep
13:11:30,1,Asleep
13:12:30,1,Asleep
13:13:30,1,Asleep
13:14:30,1,Asleep
13:15:30,1,Asleep
13:16:30,1,Asleep
13:17:30,1,Asleep
13:18:30,1,Asleep
13:19:30,1,Asleep
13:20:30,1,Asleep
13:21:30,1,Asleep
13:22:30,1,Asleep
13:23:30,1,Asleep
13:24:30,1,Asleep
13:25:30,1,Asleep
13:26:30,1,Asleep
13:27:30,1,Asleep
13:28:30,1,Asleep
13:29:30,1,Asleep
13:30:30,1,Asleep
13:31:30,1,Asleep
13:32:30,1,Asleep
13:33:30,1,Asleep
13:34:30,1,Asleep
13:35:30,1,Asleep
13:36:30,1,Asleep
13:37:30,1,Asleep
13:38:30,1,Asleep
13:39:30,1,Asleep
13:40:30,1,Asleep
13:41:30,1,Asleep
13:42:30,1,Asleep
13:43:30,1,Asleep
13:44:30,1,Asleep
13:45:30,1,Asleep
13:46:30,1,Asleep
13:47:30,1,Asleep
13:48:30,1,Asleep
13:49:30,1,Asleep
13:50:30,1,Asleep
13:51:30,1,Asleep
13:52:30,1,Asleep
13:53:30,1,Asleep
13:54:30,1,Asleep
13:55:30,2,Awake
13:56:30,2,Awake
13:57:30,3,Very Awake
