Time,State,Interpreted
13:28:30,1,Asleep
13:29:30,2,Awake
13:30:30,2,Awake
13:31:30,1,Asleep
13:32:30,1,Asleep
13:33:30,1,Asleep
13:34:30,1,Asleep
13:35:30,1,Asleep
13:36:30,1,Asleep
13:37:30,1,Asleep
13:38:30,1,Asleep
13:39:30,1,Asleep
13:40:30,1,Asleep
13:41:30,1,Asleep
13:42:30,1,Asleep
13:43:30,1,Asleep
13:44:30,2,Awake
13:45:30,2,Awake
13:46:30,1,Asleep
13:47:30,1,Asleep
13:48:30,1,Asleep
13:49:30,1,Asleep
13:50:30,1,Asleep
13:51:30,1,Asleep
13:52:30,1,Asleep
13:53:30,1,Asleep
13:54:30,1,Asleep
13:55:30,1,Asleep
13:56:30,1,Asleep
13:57:30,1,Asleep
13:58:30,1,Asleep
13:59:30,1,Asleep
14:00:30,1,Asleep
14:01:30,1,Asleep
14:02:30,1,Asleep
14:03:30,1,Asleep
14:04:30,1,Asleep
14:05:30,1,Asleep
14:06:30,1,Asleep
14:07:30,1,Asleep
14:08:30,1,Asleep
14:09:30,1,Asleep
14:10:30,1,Asleep
14:11:30,1,Asleep
14:12:30,1,Asleep
14:13:30,1,Asleep
14:14:30,1,Asleep
14:15:30,1,Asleep
14:16:30,1,Asleep
14:17:30,1,Asleep
14:18:30,1,Asleep
14:19:30,1,Asleep
14:20:30,1,Asleep
14:21:30,1,Asleep
14:22:30,1,Asleep
14:23:30,1,Asleep
14:24:30,1,Asleep
14:25:30,1,Asleep
14:26:30,1,Asleep
14:27:30,1,Asleep
14:28:30,1,Asleep
14:29:30,1,Asleep
14:30:30,1,Asleep
14:31:30,1,Asleep
14:32:30,1,Asleep
14:33:30,1,Asleep
14:34:30,1,Asleep
14:35:30,1,Asleep
14:36:30,1,Asleep
14:37:30,1,Asleep
14:38:30,1,Asleep
14:39:30,1,Asleep
14:40:30,1,Asleep
14:41:30,1,Asleep
14:42:30,1,Asleep
14:43:30,1,Asleep
14:44:30,1,Asleep
14:45:30,1,Asleep
14:46:30,2,Awake
14:47:30,2,Awake
14:48:30,2,Awake
14:49:30,1,Asleep
14:50:30,1,Asleep
14:51:30,1,Asleep
14:52:30,1,Asleep
14:53:30,1,Asleep
14:54:30,1,Asleep
14:55:30,1,Asleep
14:56:30,1,Asleep
14:57:30,1,Asleep
14:58:30,1,Asleep
14:59:30,1,Asleep
15:00:30,1,Asleep
15:01:30,1,Asleep
15:02:30,1,Asleep
15:03:30,1,Asleep
15:04:30,1,Asleep
15:05:30,1,Asleep
15:06:30,1,Asleep
15:07:30,1,Asleep
15:08:30,1,Asleep
15:09:30,1,Asleep
15:10:30,1,Asleep
15:11:30,1,Asleep
15:12:30,1,Asleep
15:13:30,1,Asleep
15:14:30,1,Asleep
15:15:30,1,Asleep
15:16:30,1,Asleep
15:17:30,1,Asleep
15:18:30,1,Asleep
15:19:30,1,Asleep
15:20:30,1,Asleep
15:21:30,1,Asleep
15:22:30,1,Asleep
15:23:30,1,Asleep
15:24:30,1,Asleep
15:25:30,1,Asleep
15:26:30,1,Asleep
15:27:30,1,Asleep
15:28:30,1,Asleep
15:29:30,1,Asleep
15:30:30,1,Asleep
15:31:30,1,Asleep
15:32:30,1,Asleep
15:33:30,1,Asleep
15:34:30,1,Asleep
15:35:30,1,Asleep
