0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
1916.0640335083006,1916.0640335083006,1916.0640335083006,2619.8183586597443,3179.824042201042,3585.6628168821335,3015.6683489084244,3082.653157711029,2966.8043843507767,3216.3836858272552,3078.245455145836,2763.431942462921,3240.789242744446,3513.6072717905045,3197.524664402008,2747.263944387436,3054.8782680034637,3195.335703730583,5277.256359577179,1931.141606092453,2727.055703997612,2536.728424668312,2685.4505029916763,2472.933784723282,3008.914424777031,4609.591950535774,3086.8416233062744,2937.7232991456985,1924.6696853637695,2606.0704218149185,2906.8165851831436,3312.0380271673203,3573.556421995163,3498.4029062986374,2702.7529809474945,2585.862181544304,2937.987466931343,1906.3105647563934,1956.8972051143646,2890.5707389116287,2775.1328201293945,3066.6333866119385,2866.5321829319,2667.8838628530502,2883.8346601724625,2818.8513016700745,3953.1543427705765,3133.20170044899,2203.358489871025,1901.9519233703613,1901.9519233703613,3961.8716210126877,3495.497145175934,3190.128180384636,3779.4691491127014,1961.3879264593124,3946.8145171403885,1901.9519233703613,1901.9519233703613,1901.9519233703613,2054.041646838188,1901.9519233703613,1901.9519233703613,2357.099608898163,2234.793532729149,3655.974350094795,3149.5796204805374,3253.922829270363,3483.609956264496,3454.420266866684,3404.097790122032,3402.644904613495,2881.4572266340256,1901.9519233703613,1901.9519233703613,1901.9519233703613,2104.694726228714,2451.536820292473,2971.4037024974823,2989.498665690422,2900.2125927209854,2710.6777749061584,2325.532495379448,2959.252340555191,3525.6113973855972,2751.7546656131744,3054.8782687187195,2100.9964896440506,2065.691896915436
