Time,State,Interpreted
00:06:30,1,Asleep
00:07:30,1,Asleep
00:08:30,1,Asleep
00:09:30,1,Asleep
00:10:30,1,Asleep
00:11:30,1,Asleep
00:12:30,1,Asleep
00:13:30,1,Asleep
00:14:30,1,Asleep
00:15:30,1,Asleep
00:16:30,1,Asleep
00:17:30,2,Awake
00:18:30,2,Awake
00:19:30,2,Awake
00:20:30,2,Awake
00:21:30,1,Asleep
00:22:30,1,Asleep
00:23:30,1,Asleep
00:24:30,1,Asleep
00:25:30,1,Asleep
00:26:30,1,Asleep
00:27:30,1,Asleep
00:28:30,1,Asleep
00:29:30,1,Asleep
00:30:30,1,Asleep
00:31:30,1,Asleep
00:32:30,1,Asleep
00:33:30,1,Asleep
00:34:30,1,Asleep
00:35:30,1,Asleep
00:36:30,1,Asleep
00:37:30,1,Asleep
00:38:30,1,Asleep
00:39:30,1,Asleep
00:40:30,1,Asleep
00:41:30,1,Asleep
00:42:30,1,Asleep
00:43:30,1,Asleep
00:44:30,1,Asleep
00:45:30,1,Asleep
00:46:30,1,Asleep
00:47:30,1,Asleep
00:48:30,1,Asleep
00:49:30,1,Asleep
00:50:30,1,Asleep
00:51:30,1,Asleep
00:52:30,1,Asleep
00:53:30,1,Asleep
00:54:30,1,Asleep
00:55:30,1,Asleep
00:56:30,1,Asleep
00:57:30,1,Asleep
00:58:30,1,Asleep
00:59:30,1,Asleep
01:00:30,1,Asleep
01:01:30,1,Asleep
01:02:30,1,Asleep
01:03:30,1,Asleep
01:04:30,1,Asleep
01:05:30,1,Asleep
01:06:30,1,Asleep
01:07:30,1,Asleep
01:08:30,1,Asleep
01:09:30,1,Asleep
01:10:30,1,Asleep
