Time,Heart Rate
00:00:03,69
00:00:13,70
00:00:18,67
00:00:23,66
00:00:38,65
00:00:48,66
00:00:53,67
00:00:58,68
00:01:13,67
00:01:18,65
00:01:23,66
00:01:28,67
00:01:33,66
00:01:38,68
00:01:43,69
00:01:48,71
00:01:53,72
00:02:08,71
00:02:13,68
00:02:18,66
00:02:23,67
00:02:28,67
00:02:33,68
00:02:43,71
00:02:48,72
00:02:53,72
00:03:08,72
00:03:23,72
00:03:28,76
00:03:38,71
00:03:43,69
00:03:48,70
00:03:53,71
00:04:08,72
00:04:18,73
00:04:28,74
00:04:38,75
00:04:53,76
00:04:58,75
00:05:03,76
00:05:08,73
00:05:13,75
00:05:18,78
00:05:23,77
00:05:38,78
00:05:43,74
00:05:48,72
00:05:53,72
00:06:03,73
00:06:08,74
00:06:13,73
00:06:18,72
00:06:23,72
00:06:38,72
00:06:53,72
00:07:03,67
00:07:13,68
00:07:18,70
00:07:23,71
00:07:28,73
00:07:33,74
00:07:43,75
00:07:48,78
00:07:53,80
00:08:03,79
00:08:08,79
00:08:13,81
00:08:18,84
00:08:23,83
00:08:28,80
00:08:33,76
00:08:38,73
00:08:43,74
00:08:48,76
00:08:53,77
00:09:03,78
00:09:13,79
00:09:18,78
00:09:23,77
00:09:28,72
00:09:33,71
00:09:38,70
00:09:43,69
00:09:48,66
00:09:53,65
00:09:58,66
00:10:13,66
00:10:18,67
00:10:28,66
00:10:33,63
00:10:38,63
00:10:43,65
00:10:58,65
00:10:59,65
00:11:14,65
00:11:24,66
00:11:29,67
00:11:34,66
00:11:39,66
00:11:44,67
00:11:59,67
00:12:09,66
00:12:24,66
00:12:29,67
00:12:34,70
00:12:39,71
00:12:44,70
00:12:49,68
00:12:59,67
00:13:09,68
00:13:14,69
00:13:29,69
00:13:44,70
00:13:59,70
00:14:14,70
00:14:19,71
00:14:29,70
00:14:44,71
00:14:48,71
00:14:58,72
00:15:13,72
00:15:28,72
00:15:33,69
00:15:38,68
00:15:43,69
00:15:53,68
00:15:58,67
00:16:03,66
00:16:13,64
00:16:23,65
00:16:28,67
00:16:33,68
00:16:38,70
00:16:43,68
00:16:48,67
00:16:53,66
00:16:58,66
00:17:03,68
00:17:08,70
00:17:13,71
00:17:28,71
00:17:33,74
00:17:38,73
